name,male,frequency_score
結貴,0.5,0.017
隆昭,1.0,0.016
伊奈,0.0,0.016
亮馬,1.0,0.016
ユナ,0.0,0.046
賢斗,1.0,0.046
サダコ,0.0,0.016
未咲,0.0,0.075
岩間,1.0,0.045
稔子,0.0,0.015
聖貴,1.0,0.045
慶人,1.0,0.015
ワタナベ,0.5,0.014
レン,0.5,0.082
久予,0.0,0.014
香純,0.0,0.014
クリスチーナ,0.0,0.014
ただあき,1.0,0.014
市村,1.0,0.014
友紀子,0.0,0.043
美岬,0.0,0.043
大毅,1.0,0.067
アンディ,0.625,0.084
内海,1.0,0.012
かか,0.333,0.057
暁燕,0.0,0.042
剛琉火,1.0,0.012
直彦,1.0,0.012
屹钧,1.0,0.012
商会,1.0,0.011
クリニック,0.333,0.041
友一郎,1.0,0.011
貴樹,1.0,0.011
阿里,0.889,0.095
瑞稀,0.0,0.075
昌徳,1.0,0.01
久典,1.0,0.009
茉有,0.0,0.039
功子,0.0,0.009
龍聖,1.0,0.039
康道,1.0,0.009
水谷,1.0,0.008
朋哉,1.0,0.038
卓洋,0.833,0.068
亜依,0.0,0.008
宮川,0.5,0.008
カロリネ,0.0,0.008
匠真,1.0,0.007
直義,1.0,0.007
そらサンダラ,0.0,0.007
久男,1.0,0.007
城間,0.0,0.006
英作,1.0,0.006
桂太,1.0,0.006
陽二,1.0,0.036
宏毅,0.958,0.088
ケニー,1.0,0.051
恒太,1.0,0.006
オリベイラ,1.0,0.005
昌洋,1.0,0.035
恵利子,0.0,0.005
千遥,0.0,0.005
智英,0.263,0.085
和未,0.5,0.005
エモン,1.0,0.035
ラウル,1.0,0.078
板村,0.5,0.005
竜彦,1.0,0.004
あいみ,0.0,0.058
雅杰,0.154,0.08
恵利,0.0,0.003
亮志,1.0,0.067
ゆず,0.4,0.057
吾朗,1.0,0.003
有司,1.0,0.003
謙斗,1.0,0.002
真愛,0.25,0.07
広之,1.0,0.002
成吾,1.0,0.002
ルシオ,1.0,0.031
文隆,1.0,0.088
正忠,0.976,0.087
内藤,0.333,0.031
天歌,0.333,0.046
たかたか,0.0,0.0
サク,0.667,0.03
フン,0.5,0.0
しゅうや,1.0,0.083
だよ,0.0,0.045
みれい,0.0,0.089
ももえ,0.0,0.083
アヌシュカ,0.5,0.045
アフメド,1.0,0.075
アルベルト,1.0,0.076
ゲーム,0.0,0.045
トーマス,1.0,0.084
ナタリア,0.1,0.072
マーティン,1.0,0.082
メメ,0.75,0.084
ユスフ,1.0,0.06
ヨン,1.0,0.072
一修,1.0,0.082
一如,0.25,0.083
一峰,1.0,0.088
一川,0.769,0.084
一敏,0.6,0.081
一星,0.545,0.083
一江,0.6,0.072
一清,0.75,0.079
一玄,1.0,0.077
一銘,1.0,0.085
世佳,0.917,0.084
世偉,0.984,0.089
世安,0.98,0.088
世鋒,1.0,0.072
世鹏,1.0,0.077
世龙,1.0,0.087
东霖,0.833,0.075
中伟,1.0,0.085
中元,0.909,0.082
中原,0.913,0.086
中正,0.879,0.087
丹红,0.0,0.086
丹青,0.231,0.086
丽莉,0.022,0.088
之子,0.893,0.087
予涵,0.143,0.077
云帆,0.615,0.083
云波,0.846,0.087
云芳,0.0,0.087
亞倫,0.975,0.088
亭萱,0.0,0.083
仁哲,1.0,0.081
仲凱,0.95,0.085
仲堯,1.0,0.08
伊琳,0.03,0.087
伟基,1.0,0.082
伟奇,0.929,0.084
伟彬,0.986,0.089
佑翔,1.0,0.079
佳一,0.778,0.07
佳伶,0.0,0.088
佳佑,0.833,0.084
佳偉,0.952,0.086
佳媛,0.0,0.084
佳宏,0.98,0.088
佳希,0.222,0.08
佳楠,0.486,0.087
佳琳,0.054,0.088
佳穎,0.123,0.089
佳芸,0.025,0.088
佳莹,0.0,0.087
佳萍,0.0,0.082
佳蓉,0.011,0.089
佳辉,0.947,0.085
佳辰,0.706,0.079
佳馨,0.0,0.084
依依,0.034,0.089
依涵,0.0,0.08
依潔,0.0,0.085
俊亨,1.0,0.087
俊仁,0.953,0.089
俊俊,0.894,0.089
俊元,1.0,0.088
俊吉,1.0,0.088
俊安,1.0,0.089
俊希,0.983,0.088
俊平,0.979,0.086
俊彰,1.0,0.079
俊志,1.0,0.086
俊武,1.0,0.086
俊琪,0.667,0.083
俊男,0.977,0.088
俊睿,1.0,0.083
俊美,0.2,0.081
俊逸,0.985,0.089
俊達,0.984,0.089
俊隆,1.0,0.087
俊霞,0.0,0.084
俊龍,0.976,0.089
俐穎,0.0,0.082
俞廷,0.364,0.082
信吉,1.0,0.08
信智,1.0,0.083
信義,1.0,0.084
倩穎,0.0,0.079
偉仁,0.969,0.087
偉康,1.0,0.089
偉東,1.0,0.088
偉達,0.978,0.088
健佑,1.0,0.079
健光,1.0,0.086
健君,0.857,0.084
健宏,1.0,0.087
健成,1.0,0.088
健朗,1.0,0.087
健生,0.966,0.088
健男,0.909,0.074
健翔,1.0,0.086
健華,0.902,0.089
健誠,0.941,0.085
健雄,1.0,0.089
元宏,1.0,0.085
元昊,1.0,0.084
兆輝,1.0,0.088
光中,0.923,0.084
光毅,1.0,0.084
光祐,1.0,0.082
光裕,0.96,0.087
克斯,0.93,0.088
兔兔,0.071,0.084
兴隆,0.97,0.087
凡凡,0.375,0.087
凤霞,0.0,0.087
凯欣,0.082,0.089
凯迪,0.84,0.086
凯雄,1.0,0.079
利英,0.0,0.084
利華,0.211,0.085
前程,1.0,0.08
力奇,0.95,0.085
勇杰,0.975,0.088
勝宏,1.0,0.079
勝文,1.0,0.086
勝昌,1.0,0.083
勝義,1.0,0.077
勝翔,1.0,0.077
勝雄,1.0,0.085
北辰,0.889,0.085
十一,0.641,0.088
十七,0.5,0.084
十三,0.8,0.079
千惠,0.0,0.088
千慧,0.024,0.088
千綺,0.143,0.079
千雅,0.0,0.084
卓宏,1.0,0.084
卓朗,0.947,0.085
卓穎,0.355,0.087
博允,1.0,0.081
博智,1.0,0.084
博正,1.0,0.077
博雄,1.0,0.081
博雅,0.357,0.084
友利,0.769,0.084
友文,0.964,0.087
双喜,0.821,0.087
吉文,1.0,0.083
向陽,0.84,0.087
君如,0.095,0.086
君毅,1.0,0.084
启航,0.852,0.086
咖啡,0.632,0.086
哲弘,0.941,0.079
哲良,1.0,0.077
哲鹏,1.0,0.06
嘉仁,0.929,0.087
嘉信,1.0,0.085
嘉偉,0.987,0.089
嘉傑,0.965,0.088
嘉原,1.0,0.083
嘉宏,0.99,0.088
嘉希,0.528,0.088
嘉康,0.955,0.086
嘉弘,1.0,0.084
嘉志,1.0,0.08
嘉杰,1.0,0.089
嘉禧,0.68,0.086
嘉美,0.049,0.088
嘉良,1.0,0.089
嘉裕,0.725,0.088
嘉誠,0.948,0.089
嘉賢,0.906,0.087
嘉輝,0.952,0.089
嘉銘,0.947,0.089
嘉锐,0.75,0.072
嘉隆,0.97,0.085
嘉雄,0.963,0.087
嘉鹏,1.0,0.083
国光,1.0,0.088
国君,0.917,0.083
国強,0.976,0.088
国梁,1.0,0.087
国海,1.0,0.086
国芳,0.375,0.085
国英,0.347,0.086
國光,1.0,0.089
國勇,1.0,0.085
國宏,1.0,0.087
國明,0.982,0.089
國治,1.0,0.084
國華,0.962,0.09
國裕,1.0,0.085
國雄,1.0,0.09
圓圓,0.106,0.089
坤鹏,1.0,0.084
士文,0.962,0.087
士良,1.0,0.083
大一,0.938,0.079
大人,0.753,0.089
大仁,1.0,0.088
大偉,0.991,0.088
大吉,0.84,0.084
大哥,1.0,0.081
大富,0.909,0.086
大川,1.0,0.084
大師,0.909,0.088
大文,0.878,0.09
大明,0.863,0.09
大熊,0.846,0.084
大美,0.071,0.084
天博,1.0,0.08
天娇,0.15,0.085
天才,1.0,0.082
天河,1.0,0.085
天洋,0.75,0.083
天然,0.75,0.088
奕凯,1.0,0.082
如君,0.15,0.086
如梦,0.222,0.08
妍君,0.0,0.085
妙英,0.027,0.088
妙華,0.043,0.086
妙蘭,0.0,0.086
姵萱,0.0,0.083
威志,1.0,0.088
婉柔,0.0,0.087
婉玲,0.0,0.089
婉芬,0.0,0.088
婷玉,0.0,0.085
子儀,0.296,0.087
子光,1.0,0.086
子晉,1.0,0.083
子洛,0.833,0.083
子綾,0.0,0.079
子超,0.951,0.088
子鵬,1.0,0.077
孝勇,1.0,0.084
孝文,0.905,0.086
孟君,0.244,0.088
学敏,0.625,0.084
学斌,1.0,0.085
学明,0.969,0.087
宇光,0.95,0.085
宇婷,0.02,0.088
宇軒,0.957,0.09
宇辰,0.797,0.089
守仁,1.0,0.085
守正,1.0,0.077
安東,1.0,0.085
安柏,0.154,0.084
安淇,0.0,0.086
安琦,0.12,0.086
宏亮,1.0,0.088
宏仁,1.0,0.084
宏俊,1.0,0.085
宏修,1.0,0.079
宏吉,1.0,0.079
宏名,1.0,0.08
宏基,1.0,0.085
宏宇,0.886,0.088
宏建,1.0,0.081
宏文,0.976,0.088
宏昌,1.0,0.086
宏泰,1.0,0.083
宏洋,1.0,0.086
宏睿,0.875,0.079
宏祥,1.0,0.083
宏翔,1.0,0.083
宏輝,0.933,0.084
宗保,1.0,0.082
宗勳,1.0,0.086
宗憲,0.988,0.089
宗政,1.0,0.081
宗民,1.0,0.086
宗翰,0.936,0.09
宗良,1.0,0.087
宗軒,1.0,0.084
宗輝,1.0,0.085
宗銘,1.0,0.085
宛儀,0.0,0.082
宛妤,0.0,0.079
宜家,0.211,0.086
宜庭,0.034,0.089
宜慧,0.0,0.084
宜成,1.0,0.079
宜芳,0.023,0.088
宣佑,0.857,0.084
宥穎,0.286,0.077
家康,0.972,0.088
家慶,0.988,0.089
家浩,1.0,0.088
家玉,0.2,0.086
家維,0.965,0.088
家荣,0.985,0.089
家賢,0.875,0.088
家龙,0.958,0.086
宸緯,1.0,0.083
寶寶,0.258,0.09
小丹,0.102,0.088
小冰,0.129,0.089
小南,0.478,0.086
小吉,0.586,0.087
小夏,0.286,0.077
小山,0.821,0.087
小康,0.93,0.088
小建,0.913,0.086
小強,0.964,0.089
小恩,0.36,0.087
小晴,0.024,0.086
小月,0.106,0.088
小样,0.182,0.082
小楠,0.25,0.083
小河,0.8,0.081
小潔,0.0,0.087
小田,0.76,0.083
小羽,0.312,0.087
小聪,0.5,0.079
小胖,0.889,0.088
小華,0.393,0.089
小西,0.269,0.087
小路,0.727,0.086
小輝,0.8,0.087
小鈴,0.053,0.085
小鑫,0.944,0.085
小魚,0.156,0.085
小鳳,0.035,0.089
小麗,0.029,0.089
小麥,0.762,0.086
少華,0.613,0.089
少輝,0.96,0.086
峻佑,1.0,0.075
崇德,1.0,0.084
巍巍,0.5,0.085
巧欣,0.0,0.085
幸儿,0.111,0.08
幸如,0.0,0.081
幼芬,0.0,0.08
庆龙,1.0,0.087
康亮,1.0,0.075
廣成,1.0,0.086
廣文,0.967,0.087
廣輝,1.0,0.086
廷恩,0.647,0.085
建一,1.0,0.083
建偉,1.0,0.087
建兴,0.982,0.088
建勝,1.0,0.079
建喜,0.867,0.084
建志,0.977,0.089
建昇,0.933,0.085
建興,0.98,0.089
建華,0.898,0.09
建萍,0.033,0.087
建軍,0.789,0.088
建鋒,1.0,0.086
建锋,1.0,0.089
建鹏,1.0,0.085
弘基,1.0,0.079
弘斌,1.0,0.079
弘昌,1.0,0.067
弘益,1.0,0.075
彥蓁,0.1,0.081
彩英,0.041,0.089
彩蘭,0.0,0.088
彩雲,0.036,0.089
德强,1.0,0.089
德政,1.0,0.083
德智,1.0,0.087
德阳,0.9,0.081
心心,0.105,0.089
志仁,1.0,0.089
志健,0.987,0.089
志博,0.929,0.077
志君,0.667,0.087
志和,0.919,0.089
志国,1.0,0.087
志坤,0.986,0.089
志慧,0.289,0.088
志方,0.905,0.086
志昂,1.0,0.084
志民,0.978,0.089
志波,1.0,0.087
志騰,1.0,0.077
志龍,0.972,0.089
忠仁,1.0,0.087
忠信,0.983,0.088
忠志,1.0,0.084
忠政,1.0,0.076
忠敏,0.667,0.084
忠文,1.0,0.087
忠明,0.987,0.088
忠良,1.0,0.088
忠華,0.944,0.085
忠輝,1.0,0.083
忠隆,1.0,0.081
思嘉,0.138,0.087
思妍,0.0,0.086
思怡,0.0,0.088
思瑜,0.125,0.087
思衡,0.727,0.083
思雅,0.0,0.088
思雯,0.118,0.085
思静,0.053,0.085
怡伶,0.0,0.089
怡琳,0.0,0.084
怡穎,0.182,0.083
惠美,0.0,0.089
愛玲,0.069,0.087
慧文,0.109,0.088
慧茹,0.05,0.088
慧雅,0.0,0.086
慶宗,1.0,0.085
慶富,1.0,0.077
慶昌,1.0,0.085
慶明,1.0,0.084
慶龍,1.0,0.087
成彬,1.0,0.082
成文,0.941,0.087
成章,1.0,0.085
承恩,0.962,0.089
振業,1.0,0.087
振興,1.0,0.089
振華,0.973,0.089
振辉,0.988,0.089
振龙,1.0,0.088
政修,1.0,0.08
政儒,1.0,0.086
政宇,1.0,0.088
政廷,1.0,0.087
政文,0.909,0.082
政杰,1.0,0.087
政男,1.0,0.082
政翰,1.0,0.087
政道,1.0,0.085
政雄,1.0,0.084
文仁,1.0,0.087
文傑,0.983,0.09
文勝,1.0,0.087
文娜,0.0,0.086
文孝,1.0,0.085
文学,1.0,0.086
文岳,1.0,0.077
文強,0.99,0.089
文思,0.333,0.085
文成,0.982,0.088
文浩,0.99,0.089
文瑞,0.872,0.088
文生,0.975,0.089
文皓,0.943,0.087
文美,0.125,0.083
文義,1.0,0.084
文華,0.711,0.089
文輝,0.96,0.09
新平,0.857,0.087
方华,0.667,0.075
昀蓁,0.062,0.085
昌憲,1.0,0.075
明信,0.917,0.083
明山,0.98,0.088
明政,0.964,0.087
明春,0.758,0.087
明月,0.166,0.089
明治,0.842,0.085
明洋,0.939,0.087
明浩,0.975,0.088
明睿,0.882,0.085
明秀,0.088,0.087
明莉,0.0,0.086
明華,0.68,0.089
明財,1.0,0.082
明賢,0.939,0.088
明道,1.0,0.085
明雅,0.071,0.084
明麗,0.0,0.087
星光,0.931,0.087
星輝,0.944,0.081
映竹,0.071,0.084
映雪,0.027,0.088
春木,0.929,0.084
春海,0.931,0.087
春男,0.875,0.067
春貴,0.889,0.081
春輝,0.846,0.083
春雄,0.944,0.085
春風,0.667,0.085
昭文,0.824,0.085
昭明,0.923,0.087
昭男,1.0,0.079
昱成,1.0,0.086
晓冬,0.818,0.087
晓刚,1.0,0.088
晓博,0.4,0.081
晓岚,0.115,0.087
晓庆,0.257,0.087
晓楠,0.484,0.087
晓涛,1.0,0.085
晓涵,0.037,0.086
晓虹,0.0,0.087
晓雨,0.25,0.088
智光,0.955,0.086
智宇,0.976,0.088
智峰,1.0,0.085
智忠,1.0,0.085
智恩,0.333,0.086
智成,1.0,0.086
智揚,1.0,0.086
智暉,1.0,0.07
智清,1.0,0.081
智輝,0.907,0.088
智雄,1.0,0.087
智鴻,1.0,0.087
曉生,1.0,0.06
曉麗,0.0,0.087
曉龍,1.0,0.084
月琴,0.009,0.089
月華,0.042,0.089
有志,0.923,0.087
有為,0.971,0.087
朝陽,1.0,0.087
木林,0.87,0.086
杰雄,1.0,0.082
東升,1.0,0.082
東山,0.909,0.083
東憲,0.875,0.079
東成,1.0,0.087
東翰,0.957,0.086
東輝,0.929,0.084
林涛,0.909,0.086
林珊,0.0,0.075
柏嘉,0.955,0.086
柏宇,0.987,0.089
柏諺,0.967,0.087
栋梁,0.939,0.087
桂興,0.611,0.085
桂芬,0.052,0.089
桂荣,0.69,0.087
桂香,0.01,0.089
梅子,0.027,0.089
梅香,0.017,0.088
梓轩,0.897,0.088
梦秋,0.3,0.081
梦迪,0.077,0.086
梨花,0.059,0.081
楚君,0.051,0.088
樂恩,0.1,0.085
櫻子,0.0,0.079
次元,0.8,0.072
欣妍,0.0,0.087
欣平,0.273,0.082
欽一,1.0,0.045
正健,1.0,0.072
正凱,1.0,0.079
正吉,1.0,0.083
正平,0.879,0.084
正恩,0.923,0.087
正成,1.0,0.083
正日,0.5,0.075
正旭,1.0,0.081
正榮,1.0,0.083
正泰,1.0,0.081
正章,1.0,0.075
正良,1.0,0.08
正邦,1.0,0.083
武明,0.9,0.072
武男,1.0,0.082
水月,0.278,0.081
水清,0.587,0.088
永伟,0.981,0.088
永全,1.0,0.089
永和,1.0,0.089
永幸,1.0,0.067
永志,1.0,0.088
永涛,1.0,0.087
永裕,1.0,0.088
永輝,1.0,0.089
永鑫,0.974,0.088
江涛,1.0,0.088
沛晴,0.033,0.087
沛霖,0.717,0.088
治国,1.0,0.086
泰和,1.0,0.084
泰山,1.0,0.085
泰維,0.909,0.083
泰隆,1.0,0.081
泽一,0.714,0.077
泽阳,1.0,0.084
津津,0.19,0.088
流水,0.8,0.072
浩亮,1.0,0.083
浩俊,0.957,0.086
浩基,1.0,0.078
浩政,1.0,0.08
浩榮,0.967,0.087
浩正,1.0,0.085
浩田,1.0,0.083
海彬,0.953,0.088
海星,0.769,0.087
海東,1.0,0.085
海潮,0.795,0.088
海濤,0.967,0.087
海芳,0.0,0.087
海蘭,0.0,0.085
海龍,1.0,0.087
淑媛,0.01,0.089
淑惠,0.004,0.09
淑明,0.071,0.088
淑玲,0.006,0.089
淑美,0.0,0.089
淑蓉,0.0,0.087
淑貞,0.009,0.09
清吉,1.0,0.087
清奇,0.933,0.084
清富,1.0,0.077
清忠,1.0,0.083
清扬,0.818,0.082
清月,0.15,0.085
清木,1.0,0.083
清秀,0.108,0.088
清華,0.59,0.089
湘湘,0.021,0.088
漢強,1.0,0.088
澤華,0.733,0.084
炳全,0.97,0.087
炳宏,0.964,0.087
無名,1.0,0.072
焱焱,0.312,0.084
煥然,0.857,0.084
熊熊,0.474,0.085
燕敏,0.095,0.086
燕琴,0.059,0.087
燕華,0.014,0.089
玉仙,0.042,0.086
玉川,0.786,0.084
玉海,1.0,0.083
玉涛,0.941,0.085
玉珠,0.008,0.09
玉米,0.386,0.088
玉紅,0.0,0.086
玉美,0.007,0.089
玉超,0.733,0.084
玻璃,0.312,0.085
珊娜,0.0,0.085
珮綺,0.0,0.088
瑞惠,0.2,0.077
瑞昌,0.966,0.087
瑞明,0.912,0.089
瑞月,0.0,0.085
瑞珠,0.024,0.089
瑞琦,0.471,0.085
瑞聰,1.0,0.081
瑞雄,1.0,0.086
璐瑶,0.121,0.087
瓜瓜,0.583,0.088
皇志,1.0,0.075
皓平,1.0,0.074
盈如,0.0,0.086
睿杰,0.929,0.084
石磊,0.929,0.084
碧娟,0.021,0.088
碧珠,0.0,0.089
碧芳,0.034,0.088
碰碰,0.2,0.075
祐成,1.0,0.08
祥熙,1.0,0.084
福元,1.0,0.081
福明,0.984,0.089
福順,0.938,0.084
秀妹,0.031,0.089
秀婷,0.029,0.089
秀宜,0.111,0.085
秀峰,0.826,0.086
秀慧,0.011,0.089
秀文,0.135,0.088
秀蘭,0.004,0.09
秋梅,0.02,0.089
秋琴,0.0,0.087
秋風,0.727,0.082
立中,1.0,0.086
立军,0.933,0.088
立国,1.0,0.087
立平,0.657,0.087
立昌,1.0,0.083
立雄,1.0,0.086
竹林,0.643,0.084
笑天,0.895,0.086
紅梅,0.022,0.088
紅霞,0.0,0.087
素如,0.0,0.084
素清,0.0,0.088
素玉,0.019,0.088
素華,0.013,0.088
素香,0.043,0.088
紫彤,0.1,0.086
紹傑,1.0,0.077
紹銘,0.929,0.084
維軒,0.864,0.086
綺華,0.0,0.088
綺雲,0.0,0.088
绍辉,1.0,0.085
继东,0.929,0.084
继伟,1.0,0.083
美伊,0.0,0.081
美娇,0.0,0.089
美婷,0.006,0.089
美杏,0.0,0.084
美琳,0.0,0.088
美瑛,0.0,0.086
美花,0.028,0.088
美菁,0.0,0.087
美賢,0.03,0.087
群一,1.0,0.072
群芳,0.086,0.088
義勝,0.933,0.084
義宏,1.0,0.084
羿安,0.75,0.079
翊瑋,0.8,0.082
翊甄,0.1,0.081
翔天,1.0,0.081
翔雲,1.0,0.079
翠翠,0.013,0.089
耀偉,1.0,0.084
耀光,0.991,0.089
聖明,1.0,0.077
育哲,1.0,0.075
育如,0.0,0.087
育寧,0.182,0.082
育生,0.941,0.085
育華,0.462,0.087
育銘,0.95,0.088
脂肪,0.75,0.067
良富,1.0,0.084
艳芬,0.0,0.088
艾迪,0.92,0.087
芙蓉,0.013,0.088
若庭,0.111,0.081
英仁,1.0,0.075
英倫,0.875,0.079
英吉,1.0,0.08
英智,1.0,0.081
英豪,0.972,0.087
苹果,0.153,0.089
茂仁,1.0,0.077
茂生,0.957,0.086
莉華,0.0,0.085
菜子,0.263,0.085
菜菜,0.192,0.087
華英,0.091,0.087
華隆,0.909,0.082
蒙蒙,0.161,0.088
蔚然,0.455,0.083
蕙玲,0.0,0.083
蘭欣,0.0,0.08
蘭香,0.0,0.087
衛紅,0.19,0.086
裕仁,1.0,0.087
裕勝,1.0,0.08
裕成,1.0,0.081
裕輝,1.0,0.072
詠茹,0.0,0.08
詩婷,0.009,0.089
詩萍,0.042,0.086
誠誠,1.0,0.084
謙信,1.0,0.07
貴平,0.75,0.083
賢哲,1.0,0.077
賢明,1.0,0.085
賢良,1.0,0.072
赤城,1.0,0.045
軒豪,1.0,0.083
轩宇,0.917,0.083
辰光,1.0,0.077
逸倫,0.909,0.083
逸帆,0.929,0.087
逸朗,1.0,0.088
逸飛,1.0,0.083
達人,0.905,0.086
達明,0.969,0.089
邦和,1.0,0.06
郁智,0.833,0.077
采婕,0.0,0.085
采琳,0.0,0.083
重光,1.0,0.087
金丽,0.0,0.086
金亮,1.0,0.087
金德,1.0,0.088
金昌,1.0,0.086
金洋,0.818,0.083
金涛,0.9,0.085
金玲,0.029,0.088
金田,0.889,0.087
金銀,0.714,0.084
金龍,0.982,0.089
錦偉,0.95,0.085
錦華,0.859,0.09
錦龍,1.0,0.088
铁成,1.0,0.081
铭铭,0.579,0.086
長生,1.0,0.083
长江,0.966,0.087
雄偉,1.0,0.084
雅俊,0.667,0.07
雅敏,0.133,0.084
雨柔,0.023,0.088
雨璇,0.032,0.087
雨萌,0.19,0.086
雨軒,0.519,0.087
雨霏,0.114,0.087
雪妍,0.045,0.086
雪娟,0.0,0.088
雪平,0.325,0.088
雪琴,0.011,0.089
雪美,0.02,0.088
雪艳,0.0,0.084
雪花,0.063,0.089
雪茹,0.0,0.087
雪莲,0.025,0.089
雪華,0.02,0.088
雪蓮,0.0,0.088
雲龍,0.951,0.089
青峰,0.931,0.087
青松,0.985,0.087
青華,0.529,0.085
靖敏,0.0,0.082
静娴,0.0,0.082
静文,0.033,0.087
靜宜,0.02,0.089
順治,0.833,0.083
颖慧,0.0,0.084
風華,0.636,0.082
飛翔,0.92,0.087
飞扬,0.816,0.088
馨怡,0.0,0.088
骏杰,1.0,0.087
高翔,0.882,0.085
鳳凰,0.217,0.086
鳳琴,0.0,0.087
鴻毅,1.0,0.084
鵬程,1.0,0.084
麗君,0.005,0.09
麗娜,0.022,0.09
麗婷,0.0,0.088
麗敏,0.016,0.089
麗梅,0.009,0.089
麗燕,0.0,0.089
麗珠,0.005,0.09
麗純,0.0,0.084
龍輝,1.0,0.084